"","X","player_id","name","club","league","height_cm","weight_kg","position","foot","country","age","PD_Info","Goals","Assists","Non.Penalty.Goals","Penalty.Kicks.Made","Penalty.Kicks.Attempted","Yellow.Cards","Red.Cards","xG","Non.Penalty.xG","xG.Assisted","npxG...xA","Shots.Total","Shots.on.target","Shots.on.target..","Goals.Shot","Goals.Shot.on.target","Average.Shot.Distance","Shots.from.free.kicks","npxG.Sh","Goals...xG","Non.Penalty.Goals...npxG","Passes.Completed","Passes.Attempted","Pass.Completion..","Total.Passing.Distance","Progressive.Passing.Distance","Passes.Completed..Short.","Passes.Attempted..Short.","Pass.Completion....Short.","Passes.Completed..Medium.","Passes.Attempted..Medium.","Pass.Completion....Medium.","Passes.Completed..Long.","Passes.Attempted..Long.","Pass.Completion....Long.","Key.Passes","Passes.into.Final.Third","Passes.into.Penalty.Area","Crosses.into.Penalty.Area","Progressive.Passes","Live.ball.passes","Dead.ball.passes","Passes.from.Free.Kicks","Through.Balls","Passes.Under.Pressure","Switches","Crosses","Corner.Kicks","Inswinging.Corner.Kicks","Outswinging.Corner.Kicks","Straight.Corner.Kicks","Ground.passes","Low.Passes","High.Passes","Passes.Attempted..Left.","Passes.Attempted..Right.","Passes.Attempted..Head.","Throw.Ins.taken","Passes.Attempted..Other.","Passes.Offside","Passes.Out.of.Bounds","Passes.Intercepted","Passes.Blocked","Shot.Creating.Actions","SCA..PassLive.","SCA..PassDead.","SCA..Drib.","SCA..Sh.","SCA..Fld.","SCA..Def.","Goal.Creating.Actions","GCA..PassLive.","GCA..PassDead.","GCA..Drib.","GCA..Sh.","GCA..Fld.","GCA..Def.","Tackles","Tackles.Won","Tackles..Def.3rd.","Tackles..Mid.3rd.","Tackles..Att.3rd.","Dribblers.Tackled","Dribbles.Contested","X..of.dribblers.tackled","Dribbled.Past","Pressures","Successful.Pressures","Successful.Pressure..","Pressures..Def.3rd.","Pressures..Mid.3rd.","Pressures..Att.3rd.","Blocks","Shots.Blocked","Shots.Saved","Interceptions","Tkl.Int","Clearances","Errors","Touches","Touches..Def.Pen.","Touches..Def.3rd.","Touches..Mid.3rd.","Touches..Att.3rd.","Touches..Att.Pen.","Touches..Live.Ball.","Dribbles.Completed","Dribbles.Attempted","Successful.Dribble..","Players.Dribbled.Past","Nutmegs","Carries","Total.Carrying.Distance","Progressive.Carrying.Distance","Progressive.Carries","Carries.into.Final.Third","Carries.into.Penalty.Area","Miscontrols","Dispossessed","Pass.Targets","Passes.Received","Passes.Received..","Progressive.Passes.Rec","Second.Yellow.Card","Fouls.Committed","Fouls.Drawn","Offsides","Penalty.Kicks.Won","Penalty.Kicks.Conceded","Own.Goals","Ball.Recoveries","Aerials.won","Aerials.lost","X..of.Aerials.Won","k_cluster"
"1",11,"e46012d4","Kevin De Bruyne","Manchester City","Premier League",181,69,"Midfielder","Right","Belgium",31.31,"Kevin De Bruyne - 31.31 - Manchester City",0.42,0.55,0.42,0,0,0.08,0,0.23,0.23,0.42,0.65,3.04,1.1,36.2,0.14,0.38,19.6,0.39,0.08,0.19,0.19,45.38,60.04,75.6,890.87,254.5,18.94,22.17,85.4,18.57,23.03,80.6,7.03,12.67,55.5,3.49,5.27,2.81,0.63,6.4,53.85,6.19,1.89,0.42,6.82,3.25,4.35,3.49,1.34,0.84,0.39,42.31,5.27,12.46,6.87,50.86,1.05,0.71,0.03,0.26,1.05,2.41,1.1,5.72,3.86,1.21,0.13,0.29,0.18,0.05,0.94,0.73,0.1,0.05,0.03,0.03,0,1,0.6,0.18,0.45,0.37,0.45,1.47,30.4,1.02,14.82,4.04,27.3,1.57,6.24,7,1.15,0.05,0,0.45,1.44,0.55,0,70.41,0.81,5.17,29.8,40.82,4.3,64.11,1,1.65,60.3,1.02,0.05,49.32,241.25,154,8.18,3.41,0.84,1.29,1.23,61.09,53.59,87.7,6.95,0,0.94,1.39,0.16,0,0,0,6.24,0.63,1,38.7,5
"2",13,"5c74c0f5","Kiernan Dewsbury Hall","Leicester City","Premier League",173,69,"Midfielder","Left","",24.12,"Kiernan Dewsbury Hall - 24.12 - Leicester City",0.09,0.06,0.09,0,0,0.15,0,0.07,0.07,0.11,0.18,1.07,0.18,16.7,0.08,0.5,20.6,0.03,0.06,0.02,0.02,40.42,52.14,77.5,694.42,173.14,19.94,22.84,87.3,15.77,19.76,79.8,3.94,7.57,52,1.37,4.59,1.13,0.18,4.32,50.32,1.82,0.51,0,9.3,1.82,1.91,0.95,0.8,0,0,39.89,5.04,7.21,43.43,5.75,1.64,0.33,0.15,0.3,1.19,2.09,1.49,2.74,2.06,0.09,0.15,0.15,0.24,0.06,0.21,0.15,0.03,0,0,0.03,0,1.76,0.98,0.86,0.69,0.21,0.6,1.64,36.4,1.04,19.35,5.04,26,5.72,7.96,5.66,1.76,0.27,0,1.16,2.92,1.31,0.03,64.57,1.88,12.88,34.7,22.06,1.82,62.84,1.04,1.79,58.3,1.16,0.03,45.34,275.84,149.89,6.41,2.24,0.33,1.76,1.73,52.91,46.8,88.5,3.85,0,1.16,1.55,0,0,0,0,8.65,1.19,0.98,54.8,5
"3",17,"c8387671","Harvey Elliott","Liverpool","Premier League",170,67,"Midfielder","Left","England",19.54,"Harvey Elliott - 19.54 - Liverpool",0.19,0,0.19,0,0,0,0,0.14,0.14,0.19,0.34,2.33,0.65,28,0.08,0.29,17.6,0,0.06,0.05,0.05,43.6,53.85,81,740.4,181.86,22.27,25.06,88.8,16.12,19.01,84.8,4.19,6.71,62.5,1.68,3.63,2.98,0.37,6.15,52.17,1.68,0,0.09,7.08,1.02,1.49,0.09,0,0,0,40.34,6.06,7.45,46.02,5.31,1.68,0.37,0.19,0.37,0.56,1.58,1.68,4.1,2.98,0.09,0.47,0.37,0.09,0.09,0.47,0.47,0,0,0,0,0,1.3,0.75,0.47,0.28,0.56,0.65,2.05,31.8,1.4,15.75,4.84,30.8,3.91,6.43,5.4,1.77,0.09,0,1.21,2.52,0.65,0,65.31,0.37,7.92,30.93,32.14,3.91,63.63,1.58,2.52,63,1.68,0.19,47.8,253.23,141.52,7.73,3.35,0.37,1.68,0.93,56.46,48.73,86.3,6.06,0,0.65,1.12,0.09,0,0,0,9.32,0.28,1.02,21.4,5
"4",19,"980522ec","Christian Eriksen","Manchester Utd","Premier League",177,67,"Midfielder","Right","Denmark",30.67,"Christian Eriksen - 30.67 - Manchester Utd",0.05,0.33,0.05,0,0,0.1,0,0.13,0.13,0.28,0.41,2,0.71,35.7,0.02,0.07,21.4,0.33,0.07,-0.09,-0.09,47.36,61.92,76.5,982.86,323.16,19.04,21.32,89.3,17.94,21.42,83.8,9.71,17.09,56.8,2.47,6.57,1.29,0.43,5.47,53.97,7.95,2.9,0.29,6.47,4.05,2.14,4.14,1.57,1.52,0.38,40.17,5.95,15.8,16.32,42.74,2.19,0.29,0.05,0.24,1.24,1.57,1.19,4.19,2.33,1.67,0.05,0.05,0.1,0,0.52,0.33,0.14,0,0,0.05,0,1.19,0.71,0.52,0.52,0.14,0.57,1.14,50,0.57,11.09,2.9,26.2,2.76,6.28,2.05,1.43,0.24,0,0.86,2.05,0.86,0.05,70.68,1.81,12.95,38.79,23.18,1.38,62.49,0.43,1.05,40.9,0.43,0.1,44.5,205.18,113.13,5.38,1.81,0.19,0.9,0.76,55.02,49.35,89.7,2.47,0,0.52,0.29,0.05,0,0,0,7.9,0.57,0.71,44.4,5
"5",24,"98d2c2c4","Remo Freuler","Nott'ham Forest","Premier League",180,79,"Midfielder","Right","Switzerland",30.51,"Remo Freuler - 30.51 - Nott'ham Forest",0.03,0.11,0.03,0,0,0.29,0,0.04,0.04,0.07,0.11,0.63,0.2,31.8,0.05,0.14,20.6,0,0.07,-0.01,-0.01,50.44,59.58,84.7,877.71,242.73,22.66,25.49,88.9,21.91,24.75,88.5,4.58,6.79,67.5,0.92,4.55,1.37,0.17,5.47,56.83,2.75,2.29,0.06,7.16,1.03,0.69,0.06,0.03,0,0,46.83,5.5,7.25,8.25,47.78,2.15,0.4,0.29,0.17,1.23,1.78,1.83,2.38,1.92,0.17,0.09,0.09,0,0.11,0.17,0.14,0.03,0,0,0,0,2.26,1.63,0.8,1.03,0.43,0.83,2.46,33.7,1.63,19.19,5.64,29.4,5.7,9.14,4.35,2.21,0.37,0,1.98,4.24,1.17,0,70.32,2.49,14.92,40.3,19.59,1.55,67.89,0.86,1.4,61.2,0.92,0.09,47.32,243.79,120.88,5.44,1.63,0.32,0.92,0.95,50.76,47.86,94.3,1.8,0,1.69,1.23,0,0,0.03,0.03,10.6,0.89,0.74,54.4,5
"6",28,"8aec0537","Pascal Groß","Brighton","Premier League",181,72,"Midfielder","Right","",31.34,"Pascal Groß - 31.34 - Brighton",0.19,0.15,0.19,0,0.04,0.04,0,0.19,0.16,0.24,0.4,1.15,0.46,40,0.17,0.42,15.9,0,0.14,0,0.03,37.1,51.9,71.5,719.04,228.63,15.88,18.76,84.6,14.53,18.03,80.6,5.92,12.73,46.5,2.42,3.54,1.58,0.46,4.65,43.87,8.04,2.42,0.31,6.38,3.61,3.19,4.34,1.85,2.23,0.08,31.99,5.92,13.99,8.27,40.87,1.31,0.69,0.08,0.35,0.69,1.5,1.19,4,2.23,1.5,0.08,0.15,0.04,0,0.35,0.15,0.08,0.04,0.04,0.04,0,1.04,0.73,0.5,0.42,0.12,0.31,1.46,21.1,1.15,17.72,5.34,30.2,4.46,7.11,6.15,1.54,0.35,0,0.65,1.69,0.65,0,60.05,1.46,7.96,25.84,29.45,3.15,52.13,0.5,0.88,56.5,0.5,0.04,35.56,163.74,77.47,4,1.61,0.12,1.35,1.04,46.63,39.68,85.1,5.38,0,0.77,0.54,0.31,0,0,0,7.5,0.81,1.58,33.9,5
"7",30,"819b3158","İlkay Gündoğan","Manchester City","Premier League",180,78,"Midfielder","Right","Germany",31.99,"İlkay Gündoğan - 31.99 - Manchester City",0.28,0.19,0.28,0,0,0.03,0,0.32,0.32,0.21,0.52,2.38,0.77,32.5,0.12,0.36,15.6,0.09,0.13,-0.04,-0.04,58.42,65.62,89,1031.74,194.83,28.58,30.56,93.5,21.78,23.94,91,6.77,8.62,78.5,2.01,4.48,1.3,0.09,4.26,62.84,2.78,0.83,0.31,7.63,1.95,0.8,1.67,0.9,0.25,0.03,53.3,5.5,6.83,19.74,43.38,1.33,0.06,0.37,0.09,0.53,1.42,0.96,3.8,3.06,0.49,0.15,0.03,0.03,0.03,0.49,0.43,0.03,0.03,0,0,0,0.99,0.56,0.34,0.46,0.19,0.31,1.02,30.3,0.71,8.81,2.63,29.8,1.7,4.42,2.69,1.14,0.19,0,1.36,2.35,0.43,0.03,74.83,1.33,9.82,42.88,27.37,4.2,72.14,0.87,1.48,58.3,0.9,0.15,51.69,271.61,121.17,6.06,2.26,0.43,0.71,1.33,66.02,60.03,90.9,5.99,0,0.68,0.99,0.19,0,0,0,7.04,0.93,0.87,51.7,5
"8",38,"4fb9c88f","Curtis Jones","Liverpool","Premier League",185,72,"Midfielder","Right","England",21.71,"Curtis Jones - 21.71 - Liverpool",0,0,0,0,0,0,0,0.11,0.11,0.07,0.18,1.94,0.8,41.2,0,0,21.4,0,0.06,-0.11,-0.11,58.75,65.13,90.2,997.07,208.52,30.23,31.71,95.3,21.79,23.61,92.3,5.93,7.64,77.6,1.03,4.68,1.37,0,4.56,63.19,1.94,0.8,0,10.27,1.48,0.23,0.46,0,0.23,0,57.03,3.31,4.79,8.1,54.41,1.48,0.46,0,0.11,0.34,1.14,0.68,2.97,1.71,0.11,0.23,0.11,0.57,0.23,0,0,0,0,0,0,0,1.37,1.03,0.46,0.68,0.23,0.46,1.37,33.3,0.91,23.27,6.84,29.4,3.88,11.64,7.76,0.68,0,0,1.37,2.74,0.23,0,76.65,1.25,9.35,45.97,27.72,1.94,75.29,1.83,2.97,61.5,1.83,0.11,61.71,355.55,172.13,9.01,2.85,0.68,1.6,2.17,68.67,62.17,90.5,5.36,0,1.25,3.08,0.11,0,0,0,8.21,0.68,1.14,37.5,5
"9",41,"b9fbae28","N'Golo Kanté","Chelsea","Premier League",169,68,"Midfielder","Right","France",31.55,"N'Golo Kanté - 31.55 - Chelsea",0.04,0.21,0.04,0,0,0.09,0,0.09,0.09,0.14,0.23,0.89,0.38,42.9,0.05,0.11,19.1,0,0.1,-0.04,-0.04,57.16,64.96,88,959.5,233.84,28.5,31.26,91.1,22.83,25.6,89.2,4.64,5.79,80.1,1.41,5.66,1.7,0.04,5.62,64.53,0.43,0.43,0.21,9.71,1.11,0.55,0,0,0,0,52.73,6.3,5.92,6.99,56.01,1.06,0,0.21,0.21,0.64,2.04,1.79,3.24,2.77,0,0.17,0.09,0.09,0.13,0.6,0.51,0,0.04,0.04,0,0,2.81,1.7,1.02,1.15,0.64,0.89,2,44.7,1.11,19.59,6.6,33.7,6.26,9.24,4.09,1.87,0.09,0,2.21,5.03,0.64,0,76.97,1.32,14.01,42.68,26.2,1.79,76.58,1.41,2.21,63.5,1.45,0.21,54.82,290.1,164.62,7.33,2.68,0.47,1.28,1.75,63.42,58.57,92.3,4.22,0,1.7,0.98,0.04,0,0,0,8.82,0.85,1.06,44.4,5
"10",45,"99813635","Adam Lallana","Brighton","Premier League",173,67,"Midfielder","Right","England",34.44,"Adam Lallana - 34.44 - Brighton",0,0.07,0,0,0,0.15,0,0.1,0.1,0.07,0.17,1.23,0.44,35.3,0,0,17.1,0,0.08,-0.1,-0.1,43.88,49.82,88.1,642.91,141.56,26.33,28.5,92.4,13.78,15.16,90.9,2.47,3.34,73.9,1.09,3.7,1.38,0.07,3.48,48.81,1.02,0.65,0,8.41,0.36,0.22,0.07,0,0,0,39.09,7.18,3.55,11.17,35.61,1.52,0.15,0.51,0,0.8,1.52,0.94,2.32,2.1,0,0.07,0,0.07,0.07,0.22,0.22,0,0,0,0,0,2.18,1.23,1.31,0.73,0.15,0.65,1.81,36,1.16,16.54,5.87,35.5,5.44,6.74,4.35,1.31,0.36,0,1.31,3.48,0.51,0,59.98,1.96,11.89,32.42,19.44,2.83,59.11,1.02,1.74,58.3,1.09,0,45.11,169.85,81.51,4.28,1.31,0.44,1.31,1.31,47.79,43.08,90.1,5.66,0,0.73,1.16,0,0,0,0,9.21,0.94,0.8,54.2,5
