,player_id,name,club,league,height_cm,weight_kg,position,foot,country,age,PD_Info,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted,Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
96,1840e36d,Thibaut Courtois,Real Madrid,La Liga,199,91,Goalkeeper,Left,Belgium,30.44,Thibaut Courtois - 30.44 - Real Madrid,0.79,3.66,2.87,79.5,0.77,0.11,0.11,0.41,41.3,0.09,0.04,0.04,0.0,50.0,0.02,0.09,0.0,0.96,0.25,0.17,3.79,10.33,36.7,28.44,5.42,26.9,32.8,5.7,47.0,42.8,8.38,0.77,9.2,0.45,14.0
97,fc70e345,Stole Dimitrievski,Rayo Vallecano,La Liga,188,86,Goalkeeper,Right,North Macedonia,28.82,Stole Dimitrievski - 28.82 - Rayo Vallecano,1.23,3.94,2.81,72.1,0.29,0.32,0.39,0.32,32.3,0.16,0.13,0.03,0.0,20.0,0.0,0.19,0.0,1.29,0.29,0.06,6.0,18.32,32.7,23.45,4.9,56.3,46.0,7.48,68.5,54.6,8.19,0.68,8.3,0.61,14.0
98,ac295d9e,Marko Dmitrović,Sevilla,La Liga,194,89,Goalkeeper,Left,Serbia,30.73,Marko Dmitrović - 30.73 - Sevilla,0.93,3.47,2.53,73.1,0.4,0.53,0.0,0.53,57.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.95,0.28,0.01,5.87,15.2,38.6,33.6,4.67,35.7,36.6,6.53,49.0,44.9,9.2,0.93,10.1,1.07,14.8
99,f127d782,Álvaro Fernández,Espanyol,La Liga,185,76,Goalkeeper,Right,Spain,24.51,Álvaro Fernández - 24.51 - Espanyol,1.94,5.44,3.69,65.5,0.25,0.19,0.56,0.13,12.5,0.06,0.06,0.0,0.0,0.0,0.0,0.44,0.13,1.98,0.36,0.17,7.69,20.5,37.5,31.63,4.63,49.6,39.9,7.31,65.8,46.8,9.5,0.5,5.3,0.88,14.7
100,dabb2827,Fernando,Almería,La Liga,ml>,,Goalkeeper,Right,Spain,32.36,Fernando - 32.36 - Almería,1.67,5.44,3.89,71.4,0.22,0.11,0.67,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.0,1.68,0.29,0.01,5.22,12.56,41.6,25.78,4.89,35.8,37.9,9.78,34.1,34.9,11.22,0.44,4.0,0.78,16.4
101,3f034750,Ivo Grbić,Atlético Madrid,La Liga,195,83,Goalkeeper,Right,Croatia,26.75,Ivo Grbić - 26.75 - Atlético Madrid,1.28,4.28,3.1,72.4,0.39,0.39,0.2,0.2,20.0,0.1,0.1,0.0,0.0,0.0,0.05,0.25,0.05,1.32,0.29,0.09,5.02,15.66,32.1,20.14,4.33,48.7,40.7,8.47,69.2,51.4,9.95,0.84,8.4,0.44,12.9
102,a4995f48,Sergio Herrera,Osasuna,La Liga,192,82,Goalkeeper,Right,,29.37,Sergio Herrera - 29.37 - Osasuna,1.28,3.81,2.64,69.3,0.31,0.25,0.44,0.28,27.8,0.25,0.11,0.08,0.06,42.9,0.03,0.25,0.0,1.18,0.27,-0.1,10.83,24.36,44.5,24.14,2.33,70.7,52.2,8.86,82.4,59.6,9.75,0.47,4.8,1.03,15.5
103,6c4776b1,Jeremías Ledesma,Cádiz,La Liga,186,83,Goalkeeper,Right,Argentina,29.68,Jeremías Ledesma - 29.68 - Cádiz,1.41,4.46,3.28,74.7,0.21,0.38,0.41,0.36,35.9,0.36,0.28,0.08,0.0,21.4,0.0,0.18,0.0,1.46,0.27,0.05,7.56,20.64,36.6,22.67,3.85,64.0,49.9,7.69,79.7,62.7,9.64,0.92,9.6,0.69,13.5
104,73683fa9,Diego López,Rayo Vallecano,La Liga,196,87,Goalkeeper,Right,Spain,40.96,Diego López - 40.96 - Rayo Vallecano,1.61,4.51,2.97,66.7,0.26,0.33,0.44,0.22,21.4,0.15,0.11,0.0,0.04,0.0,0.0,0.22,0.04,1.47,0.31,-0.1,5.31,13.15,40.4,24.36,5.97,37.9,37.0,7.47,52.5,42.9,10.77,1.21,11.2,0.7,14.1
105,3061e1ec,Andriy Lunin,Real Madrid,La Liga,191,79,Goalkeeper,Right,Ukraine,23.68,Andriy Lunin - 23.68 - Real Madrid,0.75,2.88,2.25,78.3,0.5,0.38,0.13,0.25,25.0,0.25,0.13,0.13,0.0,50.0,0.0,0.25,0.0,0.85,0.26,0.1,3.13,5.25,59.5,20.75,4.88,13.9,24.3,6.75,35.2,34.6,5.25,0.13,2.4,0.25,13.3
106,d4b73232,Giorgi Mamardashvili,Valencia,La Liga,ml>,,Goalkeeper,Left,Georgia,22.06,Giorgi Mamardashvili - 22.06 - Valencia,1.09,3.95,3.05,75.9,0.27,0.41,0.32,0.36,36.4,0.18,0.14,0.0,0.05,0.0,0.0,0.14,0.05,1.01,0.23,-0.03,6.23,15.18,41.0,23.14,3.68,45.4,39.0,6.77,69.1,52.8,8.77,0.82,9.3,1.27,17.1
107,853b7c48,Agustín Marchesín,Celta Vigo,La Liga,199,89,Goalkeeper,Right,Argentina,34.59,Agustín Marchesín - 34.59 - Celta Vigo,2.0,4.1,2.4,56.1,0.3,0.1,0.6,0.3,30.0,0.4,0.2,0.2,0.0,50.0,0.0,0.3,0.1,1.57,0.3,-0.33,5.8,15.7,36.9,26.0,3.8,46.9,39.9,6.3,55.6,45.8,7.3,0.5,6.8,1.0,15.5
108,8fae77ea,Jordi Masip,Valladolid,La Liga,179,72,Goalkeeper,Right,Spain,33.79,Jordi Masip - 33.79 - Valladolid,1.6,4.4,2.6,63.6,0.4,0.2,0.4,0.2,20.0,0.4,0.0,0.4,0.0,100.0,0.0,0.0,0.0,1.84,0.37,0.24,4.8,14.0,34.3,26.0,3.8,33.8,37.5,8.8,59.1,45.4,9.2,0.6,6.5,0.4,14.6
109,ee8508c0,Jan Oblak,Atlético Madrid,La Liga,186,87,Goalkeeper,Right,Slovenia,29.78,Jan Oblak - 29.78 - Atlético Madrid,1.09,2.89,1.97,68.1,0.5,0.21,0.29,0.34,33.3,0.19,0.17,0.02,0.0,11.1,0.04,0.06,0.04,1.0,0.29,-0.05,5.49,17.99,30.5,21.14,3.48,58.9,44.8,7.95,69.7,52.5,7.76,0.46,5.9,0.44,13.7
110,58ad9383,Predrag Rajković,Mallorca,La Liga,191,84,Goalkeeper,Right,Serbia,26.97,Predrag Rajković - 26.97 - Mallorca,1.13,3.97,3.03,76.2,0.29,0.29,0.42,0.29,28.9,0.24,0.18,0.03,0.03,12.5,0.05,0.24,0.03,1.11,0.24,0.01,6.32,15.71,40.2,25.55,5.05,44.0,39.4,8.37,53.5,43.5,10.24,0.89,8.7,1.03,15.2
111,374ee424,Álex Remiro,Real Sociedad,La Liga,192,79,Goalkeeper,Right,Spain,27.56,Álex Remiro - 27.56 - Real Sociedad,0.93,3.25,2.36,74.1,0.52,0.25,0.23,0.5,50.0,0.14,0.09,0.05,0.0,33.3,0.05,0.16,0.0,0.99,0.27,0.05,7.77,16.0,48.6,29.7,3.27,39.9,36.7,6.75,61.6,50.5,8.59,0.52,6.1,0.82,15.1
112,625c144a,Gerónimo Rulli,Villarreal,La Liga,189,83,Goalkeeper,Right,Argentina,30.41,Gerónimo Rulli - 30.41 - Villarreal,0.89,3.52,2.68,76.8,0.5,0.2,0.3,0.41,40.9,0.09,0.07,0.02,0.0,25.0,0.0,0.11,0.02,0.96,0.26,0.1,5.93,14.5,40.9,33.25,4.8,31.9,35.5,7.43,52.3,44.9,10.3,0.91,8.8,0.89,14.9
113,ea83bfa6,Rui Silva,Betis,La Liga,189,84,Goalkeeper,Left,Portugal,28.69,Rui Silva - 28.69 - Betis,1.02,3.72,2.73,74.3,0.53,0.16,0.26,0.43,44.8,0.07,0.07,0.0,0.0,0.0,0.0,0.13,0.03,1.08,0.28,0.09,6.45,16.76,38.5,25.69,3.85,45.8,38.7,8.23,60.8,48.3,9.42,0.53,5.6,0.72,13.5
114,5dcf3e90,Unai Simón,Athletic Club,La Liga,190,84,Goalkeeper,Right,Spain,25.35,Unai Simón - 25.35 - Athletic Club,0.95,2.97,2.05,70.8,0.39,0.32,0.29,0.32,31.6,0.08,0.08,0.0,0.0,0.0,0.0,0.05,0.03,0.91,0.29,-0.02,4.68,11.18,41.9,21.76,5.47,36.6,35.5,6.34,50.6,43.4,10.45,0.68,6.5,0.84,16.3
115,8f8c6934,David Soria,Getafe,La Liga,192,84,Goalkeeper,Right,,29.54,David Soria - 29.54 - Getafe,1.18,3.96,2.8,70.8,0.26,0.41,0.33,0.41,41.0,0.1,0.03,0.05,0.03,66.7,0.0,0.15,0.05,1.08,0.26,-0.05,10.22,24.4,41.9,23.07,2.83,76.4,54.2,7.76,87.4,60.7,10.07,1.08,10.7,0.72,14.3
116,6f51e382,Marc André ter Stegen,Barcelona,La Liga,189,84,Goalkeeper,Right,Germany,30.47,Marc André ter Stegen - 30.47 - Barcelona,0.98,3.17,2.29,72.1,0.54,0.25,0.21,0.38,38.5,0.12,0.1,0.02,0.0,16.7,0.0,0.13,0.0,0.99,0.29,0.01,6.0,9.73,61.7,30.31,4.5,26.1,30.1,5.37,33.7,33.4,5.87,0.42,7.2,0.42,14.3
