"","X","player_id","name","club","league","height_cm","weight_kg","position","foot","country","age","PD_Info","Goals","Assists","Non.Penalty.Goals","Penalty.Kicks.Made","Penalty.Kicks.Attempted","Yellow.Cards","Red.Cards","xG","Non.Penalty.xG","xG.Assisted","npxG...xA","Shots.Total","Shots.on.target","Shots.on.target..","Goals.Shot","Goals.Shot.on.target","Average.Shot.Distance","Shots.from.free.kicks","npxG.Sh","Goals...xG","Non.Penalty.Goals...npxG","Passes.Completed","Passes.Attempted","Pass.Completion..","Total.Passing.Distance","Progressive.Passing.Distance","Passes.Completed..Short.","Passes.Attempted..Short.","Pass.Completion....Short.","Passes.Completed..Medium.","Passes.Attempted..Medium.","Pass.Completion....Medium.","Passes.Completed..Long.","Passes.Attempted..Long.","Pass.Completion....Long.","Key.Passes","Passes.into.Final.Third","Passes.into.Penalty.Area","Crosses.into.Penalty.Area","Progressive.Passes","Live.ball.passes","Dead.ball.passes","Passes.from.Free.Kicks","Through.Balls","Passes.Under.Pressure","Switches","Crosses","Corner.Kicks","Inswinging.Corner.Kicks","Outswinging.Corner.Kicks","Straight.Corner.Kicks","Ground.passes","Low.Passes","High.Passes","Passes.Attempted..Left.","Passes.Attempted..Right.","Passes.Attempted..Head.","Throw.Ins.taken","Passes.Attempted..Other.","Passes.Offside","Passes.Out.of.Bounds","Passes.Intercepted","Passes.Blocked","Shot.Creating.Actions","SCA..PassLive.","SCA..PassDead.","SCA..Drib.","SCA..Sh.","SCA..Fld.","SCA..Def.","Goal.Creating.Actions","GCA..PassLive.","GCA..PassDead.","GCA..Drib.","GCA..Sh.","GCA..Fld.","GCA..Def.","Tackles","Tackles.Won","Tackles..Def.3rd.","Tackles..Mid.3rd.","Tackles..Att.3rd.","Dribblers.Tackled","Dribbles.Contested","X..of.dribblers.tackled","Dribbled.Past","Pressures","Successful.Pressures","Successful.Pressure..","Pressures..Def.3rd.","Pressures..Mid.3rd.","Pressures..Att.3rd.","Blocks","Shots.Blocked","Shots.Saved","Interceptions","Tkl.Int","Clearances","Errors","Touches","Touches..Def.Pen.","Touches..Def.3rd.","Touches..Mid.3rd.","Touches..Att.3rd.","Touches..Att.Pen.","Touches..Live.Ball.","Dribbles.Completed","Dribbles.Attempted","Successful.Dribble..","Players.Dribbled.Past","Nutmegs","Carries","Total.Carrying.Distance","Progressive.Carrying.Distance","Progressive.Carries","Carries.into.Final.Third","Carries.into.Penalty.Area","Miscontrols","Dispossessed","Pass.Targets","Passes.Received","Passes.Received..","Progressive.Passes.Rec","Second.Yellow.Card","Fouls.Committed","Fouls.Drawn","Offsides","Penalty.Kicks.Won","Penalty.Kicks.Conceded","Own.Goals","Ball.Recoveries","Aerials.won","Aerials.lost","X..of.Aerials.Won","k_cluster"
"1",10,"d2424d1b","Ben Chilwell","Chelsea","Premier League",178,71,"Fullback","Left","England",25.83,"Ben Chilwell - 25.83 - Chelsea",0.17,0.17,0.17,0,0,0.09,0,0.12,0.12,0.07,0.19,1.55,0.34,22.2,0.11,0.5,19.1,0,0.08,0.05,0.05,49.3,60.32,81.7,778.68,193.85,26.76,28.74,93.1,17.98,20.99,85.7,3.61,7.66,47.2,0.86,1.63,0.77,0.34,1.89,49.65,10.67,1.38,0.09,6.54,1.38,1.81,2.07,0.77,0.52,0.09,39.92,8.86,11.53,44.05,7.49,0.95,7.23,0.09,0,0.17,1.55,1.12,2.07,1.2,0.69,0,0.09,0.09,0,0.43,0.26,0.09,0,0,0.09,0,1.72,0.77,0.6,0.95,0.17,0.77,1.63,47.4,0.86,13.34,3.61,27.1,4.82,5.33,3.18,1.38,0.26,0,1.63,3.36,1.72,0.09,72.53,1.2,13.34,30.11,32.87,3.18,62.47,0.34,0.95,36.4,0.43,0.09,45.34,192.13,97.49,4.13,1.12,0.34,1.89,1.38,53.6,48.01,89.6,4.13,0,1.63,2.24,0.34,0.09,0,0,6.97,1.2,1.29,48.3,2
"2",13,"fdf3cb77","Vladimír Coufal","West Ham","Premier League",174,69,"Fullback","Right","Czech Republic",30.16,"Vladimír Coufal - 30.16 - West Ham",0,0.14,0,0,0,0.21,0.03,0.03,0.03,0.07,0.1,0.41,0.14,33.3,0,0,17.3,0,0.07,-0.03,-0.03,37.28,54.34,68.6,661.81,310.1,17.09,19.91,85.8,15.51,21.49,72.2,3.99,9.97,40,0.86,2.44,1.07,0.62,3.78,42.71,11.62,0.62,0.03,5.88,0.79,3.06,0,0,0,0,23.76,13.14,17.44,4.37,34.05,3.61,11.01,0.21,0.24,0.89,1.86,1.62,1.55,1.34,0.14,0,0,0.07,0,0.24,0.17,0.07,0,0,0,0,1.48,0.58,1.03,0.24,0.21,0.62,1.55,40,0.93,11.25,2.68,23.9,5.33,3.23,2.68,1.93,0.31,0,1.62,3.1,2.61,0,64.79,4.13,18.85,27.86,21.98,1.13,53.34,0.38,1.03,36.7,0.41,0,32.29,178.62,92.17,3.65,1.86,0.17,0.76,0.89,38.17,34.18,89.5,1.82,0.03,1.2,0.79,0.07,0,0,0.03,9.73,1.58,1.27,55.4,2
"3",17,"1b84dbe1","Lucas Digne","Aston Villa","Premier League",178,73,"Fullback","Left","France",29.25,"Lucas Digne - 29.25 - Aston Villa",0,0.15,0,0,0,0.23,0,0.04,0.04,0.13,0.17,0.65,0.11,17.6,0,0,17.5,0.08,0.06,-0.04,-0.04,45.02,58.85,76.5,742.64,315.86,24.1,26.93,89.5,16.05,20.54,78.2,3.91,8.77,44.5,1.61,2.26,1.42,0.84,4.1,46.4,12.45,1.61,0,7.74,1.88,4.18,1.72,0.57,0.57,0.08,31.38,12.49,14.98,42.41,2.49,3.1,9.12,0.15,0.08,1.19,1.76,1.53,2.61,1.88,0.57,0.08,0,0.08,0,0.27,0.23,0.04,0,0,0,0,1.99,1.07,1.34,0.5,0.15,0.96,1.8,53.2,0.84,12.15,3.14,25.9,5.9,4.25,1.99,2.07,0.54,0,1.99,3.98,2.61,0,70.46,4.71,20.46,27.36,26.25,1.8,58.54,0.23,0.84,27.3,0.34,0.08,37.78,166.44,92.87,4.33,1.53,0.19,0.84,1.07,42.8,38.7,90.4,2.91,0,1.46,1.69,0.19,0,0.04,0.04,9.85,2.11,1.26,62.5,2
"4",19,"d557d734","Matt Doherty","Tottenham","Premier League",182,76,"Fullback","Right","Republic of Ireland",30.75,"Matt Doherty - 30.75 - Tottenham",0.16,0.31,0.16,0,0,0,0,0.23,0.23,0.14,0.37,1.63,0.54,33.3,0.1,0.29,14.3,0,0.14,-0.07,-0.07,44.18,53.6,82.4,758.82,203.96,22.09,24.58,89.9,17.11,19.99,85.6,4.36,6.69,65.1,1.24,1.63,1.01,0.31,3.11,46.67,6.92,0.54,0.16,6.85,1.32,1.56,0,0,0,0,36.25,10.35,7,3.19,40.76,1.87,6.38,0.08,0.08,0.47,2.64,1.94,2.26,1.71,0,0.23,0.31,0,0,0.39,0.31,0,0,0.08,0,0,1.79,0.86,1.01,0.7,0.08,0.86,1.32,64.7,0.47,11.36,3.58,31.5,4.67,5.29,1.4,2.33,0.39,0,1.63,3.42,1.71,0.08,64.72,3.89,20.15,27.69,19.91,3.42,57.95,0.7,1.01,69.2,0.7,0,39.83,183.19,106.26,5.68,1.17,0.7,0.93,0.86,45.89,42.08,91.7,3.81,0,1.63,0.54,0,0,0,0,7.39,1.71,1.17,59.5,2
"5",20,"df8b52a5","Emerson","Tottenham","Premier League",183,76,"Fullback","Right","Brazil",23.76,"Emerson - 23.76 - Tottenham",0.03,0.06,0.03,0,0,0.16,0.03,0.07,0.07,0.07,0.14,0.83,0.25,30.8,0.04,0.13,13.9,0,0.08,-0.04,-0.04,45.17,54.76,82.5,757.37,207.33,23.46,26.03,90.1,17.05,19.78,86.2,4.06,6.29,64.6,0.89,1.56,1.05,0.38,3.37,45.3,9.46,0.73,0,7.21,0.86,2.38,0.1,0,0,0,35.37,11.87,7.52,4.63,38.44,2,8.63,0.22,0.06,0.44,1.59,2,1.78,1.52,0,0.1,0.06,0.03,0.06,0.19,0.19,0,0,0,0,0,2.89,1.49,1.78,0.83,0.29,0.92,2.13,43.3,1.21,17.4,4.29,24.6,7.81,6.54,3.05,2.13,0.13,0,1.11,4,2.98,0,67.37,4.57,21.97,26.06,22.6,3.02,58.44,0.79,1.17,67.6,0.83,0.06,40.54,183.62,99.94,4.67,1.27,0.48,0.86,1.02,45.87,40.6,88.5,3.52,0,1.33,1.94,0.1,0,0,0,7.14,1.68,1.4,54.6,2
"6",21,"d38fdf53","Pervis Estupiñán","Brighton","Premier League",175,78,"Fullback","Left","Ecuador",24.74,"Pervis Estupiñán - 24.74 - Brighton",0,0.04,0,0,0,0.28,0,0.03,0.03,0.13,0.16,0.48,0.12,25,0,0,19.8,0,0.06,-0.03,-0.03,43.41,56.02,77.5,731.08,292.81,21.52,24.26,88.7,17.81,22.65,78.6,3.35,6.41,52.2,0.93,2.06,1.89,0.85,3.91,46.15,9.87,0.64,0,7.86,0.89,3.02,0.04,0,0,0,34.38,10.72,10.92,37.52,5.92,2.22,9.19,0.16,0.2,0.36,2.38,1.61,1.69,1.37,0.12,0.04,0.08,0.08,0,0.2,0.16,0,0,0,0.04,0,2.58,1.21,1.57,0.56,0.44,1.01,1.65,61,0.64,13.62,4.11,30.2,7.82,3.67,2.14,1.93,0.32,0,2.9,5.48,2.06,0.12,67.87,4.15,21.12,28.21,22.41,1.73,58.12,1.09,1.77,61.4,1.17,0.16,40.3,186.65,98.83,4.55,1.49,0.32,0.97,1.01,42.8,37.85,88.4,2.98,0,1.49,0.81,0.28,0.04,0.04,0.04,8.95,1.65,1.37,54.7,2
"7",31,"f4e433d4","Tariq Lamptey","Brighton","Premier League",175,68,"Fullback","Right","Ghana",22.05,"Tariq Lamptey - 22.05 - Brighton",0,0.11,0,0,0,0.27,0,0.04,0.04,0.12,0.16,1.04,0.22,21.1,0,0,19.5,0,0.04,-0.04,-0.04,34.27,44.84,76.4,514.65,118.91,19,21.68,87.6,13.08,16.37,79.9,1.37,3.94,34.7,1.2,1.04,1.37,0.93,2.41,40.73,4.11,0.27,0.05,6.57,0.6,4.49,0,0,0,0,30.11,7.45,7.28,8.87,30.44,1.09,3.83,0.11,0.11,0.82,1.15,1.04,2.85,2.03,0,0.22,0.16,0.27,0.16,0.11,0.11,0,0,0,0,0,2.14,1.31,0.82,0.99,0.33,0.77,1.42,53.8,0.66,13.85,4.22,30.4,4.27,5.37,4.22,1.26,0.22,0,2.19,4.32,1.09,0,60.05,2.35,12.54,23.16,29.78,2.52,56,1.81,3.67,49.3,1.86,0,44.23,262.28,168.28,9.64,2.19,0.99,1.97,1.64,50.97,41.17,80.8,4.43,0,1.7,3.28,0.16,0,0,0,6.9,0.6,1.7,26.2,2
"8",35,"bb5fbd2b","Solly March","Brighton","Premier League",180,72,"Fullback","Left","England",28.25,"Solly March - 28.25 - Brighton",0,0.12,0,0,0,0.04,0,0.13,0.13,0.11,0.24,1.55,0.66,42.5,0,0,15.8,0.04,0.09,-0.13,-0.13,28.65,39.76,72.1,539.38,142.8,13.4,16,83.7,10.52,14.13,74.5,4.08,7.38,55.3,1.55,1.55,1.79,0.54,3.18,35.14,4.62,0.74,0.04,7.03,2.45,3.22,1.63,0.5,0.74,0.04,25.35,5.51,8.89,31.68,3.46,1.48,2.14,0.19,0,0.58,1.75,1.2,3.11,1.94,0.5,0.31,0.08,0.19,0.08,0.16,0.12,0,0,0.04,0,0,1.75,1.13,0.62,0.47,0.66,0.35,1.24,28.1,0.89,12.93,3.46,26.7,2.91,4.81,5.2,1.44,0.23,0,1.67,3.42,1.51,0,51.52,2.14,7.49,17.36,29.59,4.15,47.1,1.2,1.98,60.8,1.2,0.08,35.37,214.36,114.85,6.25,1.05,1.28,1.36,1.75,43.33,33.55,77.4,4.43,0,1.67,1.36,0.58,0,0,0,6.52,1.2,2.48,32.6,2
"9",36,"493924a7","Kevin Mbabu","Fulham","Premier League",184,79,"Fullback","Right","Switzerland",27.5,"Kevin Mbabu - 27.5 - Fulham",0,0.09,0,0,0,0.34,0,0.02,0.02,0.09,0.11,0.34,0,0,0,NA,9.7,0,0.06,-0.02,-0.02,39.03,56.3,69.3,735.56,320.37,15.99,19.43,82.3,17.97,23.9,75.2,4.73,9.37,50.5,1.12,2.58,1.38,0.69,4.47,43.75,12.55,0.69,0.09,6.02,0.69,3.35,0,0,0,0,28.45,12.64,15.21,6.02,33.7,2.66,11.86,0.17,0,0.6,2.49,1.72,2.15,1.2,0.34,0.09,0.09,0.43,0,0.17,0.09,0.09,0,0,0,0,2.06,0.95,1.46,0.52,0.09,0.69,1.38,50,0.69,14.87,4.04,27.2,6.1,5.5,3.27,2.06,0.34,0,1.98,4.04,2.32,0.09,70.83,4.38,22.35,31.55,22.87,1.72,58.37,2.24,4.64,48.1,2.58,0.26,41.17,219.37,142.52,5.85,2.41,0.43,1.55,1.38,42.89,38.42,89.6,2.49,0,1.63,1.46,0,0,0.09,0,9.71,2.49,1.98,55.8,2
"10",42,"6fe90922","Ivan Perišić","Tottenham","Premier League",187,78,"Fullback","Right","Croatia",33.71,"Ivan Perišić - 33.71 - Tottenham",0.15,0.26,0.15,0,0,0.13,0,0.1,0.1,0.28,0.38,1.33,0.38,28.8,0.12,0.4,14,0,0.08,0.05,0.05,35.97,50.03,71.9,688.14,244.44,16.17,19.52,82.9,13.85,18.42,75.2,5.31,9.49,55.9,2.14,1.89,1.96,1.02,3.88,43.04,6.99,0.41,0.03,6.33,1.76,5.28,0.51,0.38,0.03,0.03,25.74,10.59,13.7,15.99,23.19,3.09,6.07,0.43,0.23,1.17,2.09,1.38,3.37,2.73,0.33,0.15,0.08,0,0.08,0.46,0.36,0.05,0.03,0.03,0,0,1.51,0.89,0.79,0.36,0.36,0.79,2.19,36,1.4,11.89,3.34,28.1,3.42,4.46,4.01,1.68,0.31,0,1.89,3.39,1.22,0,59.95,2.83,14.59,22.37,26.43,4.9,53.06,0.77,1.61,47.6,0.89,0.08,34.59,207.17,133.14,6.25,1.84,1.58,1.22,0.56,43.52,38.19,87.7,4.34,0,1.02,0.18,0.31,0,0,0,7.24,1.63,0.99,62.1,2
